                   x                   P1                   P2
-1.01000000000000000888 0.00000000096040000000 0.00000000000000000001
-1.00990000000000001990 -0.00000000152100000000 0.00000000000000000001
-1.00980000000000003091 0.00000000057120000000 0.00000000000000000001
-1.00970000000000004192 0.00000000082580000000 0.00000000000000000001
-1.00960000000000005294 -0.00000000020010000000 0.00000000000000000001
-1.00950000000000006395 -0.00000000004366000000 0.00000000000000000001
-1.00940000000000007496 -0.00000000013100000000 0.00000000000000000001
-1.00930000000000008598 -0.00000000153900000000 0.00000000000000000000
-1.00920000000000009699 -0.00000000086950000000 0.00000000000000000000
-1.00910000000000010800 0.00000000042560000000 0.00000000000000000000
-1.00900000000000011902 -0.00000000087310000000 0.00000000000000000000
-1.00890000000000013003 -0.00000000088770000000 0.00000000000000000000
-1.00880000000000014104 -0.00000000122200000000 0.00000000000000000000
-1.00870000000000015206 0.00000000019280000000 0.00000000000000000000
-1.00860000000000016307 0.00000000082220000000 0.00000000000000000000
-1.00850000000000017408 0.00000000081490000000 0.00000000000000000000
-1.00840000000000018510 -0.00000000072760000000 0.00000000000000000000
-1.00830000000000019611 -0.00000000094950000000 0.00000000000000000000
-1.00820000000000020712 -0.00000000072400000000 0.00000000000000000000
-1.00810000000000021814 0.00000000044750000000 0.00000000000000000000
-1.00800000000000022915 -0.00000000019280000000 0.00000000000000000000
-1.00790000000000024016 0.00000000012370000000 0.00000000000000000000
-1.00780000000000025118 0.00000000116800000000 0.00000000000000000000
-1.00770000000000026219 0.00000000025830000000 0.00000000000000000000
-1.00760000000000027320 0.00000000011280000000 0.00000000000000000000
-1.00750000000000028422 -0.00000000086580000000 0.00000000000000000000
-1.00740000000000029523 0.00000000108000000000 0.00000000000000000000
-1.00730000000000030624 0.00000000093130000000 0.00000000000000000000
-1.00720000000000031726 -0.00000000052020000000 0.00000000000000000000
-1.00710000000000032827 0.00000000007640000000 0.00000000000000000000
-1.00700000000000033928 0.00000000090590000000 0.00000000000000000000
-1.00690000000000035030 -0.00000000035650000000 0.00000000000000000000
-1.00680000000000036131 -0.00000000061480000000 0.00000000000000000000
-1.00670000000000037232 0.00000000005821000000 0.00000000000000000000
-1.00660000000000038334 0.00000000018920000000 0.00000000000000000000
-1.00650000000000039435 -0.00000000050200000000 0.00000000000000000000
-1.00640000000000040536 -0.00000000026920000000 0.00000000000000000000
-1.00630000000000041638 -0.00000000002547000000 0.00000000000000000000
-1.00620000000000042739 -0.00000000028010000000 0.00000000000000000000
-1.00610000000000043840 -0.00000000009095000000 0.00000000000000000000
-1.00600000000000044942 0.00000000026560000000 0.00000000000000000000
-1.00590000000000046043 -0.00000000053110000000 0.00000000000000000000
-1.00580000000000047145 0.00000000020740000000 0.00000000000000000000
-1.00570000000000048246 0.00000000005821000000 0.00000000000000000000
-1.00560000000000049347 0.00000000093130000000 0.00000000000000000000
-1.00550000000000050449 0.00000000074210000000 0.00000000000000000000
-1.00540000000000051550 0.00000000028740000000 0.00000000000000000000
-1.00530000000000052651 -0.00000000067670000000 0.00000000000000000000
-1.00520000000000053753 0.00000000148100000000 0.00000000000000000000
-1.00510000000000054854 -0.00000000017830000000 0.00000000000000000000
-1.00500000000000055955 -0.00000000022190000000 0.00000000000000000000
-1.00490000000000057057 -0.00000000043290000000 0.00000000000000000000
-1.00480000000000058158 -0.00000000035290000000 0.00000000000000000000
-1.00470000000000059259 0.00000000015640000000 0.00000000000000000000
-1.00460000000000060361 0.00000000076400000000 0.00000000000000000000
-1.00450000000000061462 -0.00000000033830000000 0.00000000000000000000
-1.00440000000000062563 0.00000000062940000000 0.00000000000000000000
-1.00430000000000063665 0.00000000060390000000 0.00000000000000000000
-1.00420000000000064766 0.00000000010190000000 0.00000000000000000000
-1.00410000000000065867 -0.00000000001455000000 0.00000000000000000000
-1.00400000000000066969 0.00000000018920000000 0.00000000000000000000
-1.00390000000000068070 -0.00000000016010000000 0.00000000000000000000
-1.00380000000000069171 -0.00000000080400000000 0.00000000000000000000
-1.00370000000000070273 0.00000000066940000000 0.00000000000000000000
-1.00360000000000071374 0.00000000027280000000 0.00000000000000000000
-1.00350000000000072475 0.00000000065480000000 0.00000000000000000000
-1.00340000000000073577 0.00000000029470000000 0.00000000000000000000
-1.00330000000000074678 -0.00000000164400000000 0.00000000000000000000
-1.00320000000000075779 -0.00000000080040000000 0.00000000000000000000
-1.00310000000000076881 -0.00000000069850000000 0.00000000000000000000
-1.00300000000000077982 0.00000000033110000000 0.00000000000000000000
-1.00290000000000079083 0.00000000033470000000 0.00000000000000000000
-1.00280000000000080185 -0.00000000051660000000 0.00000000000000000000
-1.00270000000000081286 0.00000000001455000000 0.00000000000000000000
-1.00260000000000082387 -0.00000000059660000000 0.00000000000000000000
-1.00250000000000083489 -0.00000000074580000000 0.00000000000000000000
-1.00240000000000084590 -0.00000000019650000000 0.00000000000000000000
-1.00230000000000085691 0.00000000006548000000 0.00000000000000000000
-1.00220000000000086793 -0.00000000018190000000 0.00000000000000000000
-1.00210000000000087894 -0.00000000012730000000 0.00000000000000000000
-1.00200000000000088995 -0.00000000059660000000 0.00000000000000000000
-1.00190000000000090097 0.00000000026920000000 0.00000000000000000000
-1.00180000000000091198 0.00000000084760000000 0.00000000000000000000
-1.00170000000000092300 0.00000000023280000000 0.00000000000000000000
-1.00160000000000093401 0.00000000074210000000 0.00000000000000000000
-1.00150000000000094502 -0.00000000073490000000 0.00000000000000000000
-1.00140000000000095604 0.00000000064390000000 0.00000000000000000000
-1.00130000000000096705 -0.00000000011280000000 0.00000000000000000000
-1.00120000000000097806 0.00000000020010000000 0.00000000000000000000
-1.00110000000000098908 -0.00000000044380000000 0.00000000000000000000
-1.00100000000000100009 -0.00000000042560000000 0.00000000000000000000
-1.00090000000000101110 -0.00000000005821000000 0.00000000000000000000
-1.00080000000000102212 -0.00000000081490000000 0.00000000000000000000
-1.00070000000000103313 -0.00000000049480000000 0.00000000000000000000
-1.00060000000000104414 0.00000000026920000000 0.00000000000000000000
-1.00050000000000105516 0.00000000014920000000 0.00000000000000000000
-1.00040000000000106617 -0.00000000058570000000 0.00000000000000000000
-1.00030000000000107718 0.00000000073850000000 0.00000000000000000000
-1.00020000000000108820 -0.00000000038560000000 0.00000000000000000000
-1.00010000000000109921 -0.00000000079310000000 0.00000000000000000000
-1.00000000000000111022 0.00000000000000000000 0.00000000000000000000
-0.99990000000000112124 0.00000000036740000000 0.00000000000000000000
-0.99980000000000113225 0.00000000068940000000 0.00000000000000000000
-0.99970000000000114326 0.00000000002001000000 0.00000000000000000000
-0.99960000000000115428 -0.00000000053300000000 0.00000000000000000000
-0.99950000000000116529 0.00000000047290000000 0.00000000000000000000
-0.99940000000000117630 -0.00000000023100000000 0.00000000000000000000
-0.99930000000000118732 0.00000000002728000000 0.00000000000000000000
-0.99920000000000119833 -0.00000000013100000000 0.00000000000000000000
-0.99910000000000120934 -0.00000000010550000000 0.00000000000000000000
-0.99900000000000122036 0.00000000021830000000 0.00000000000000000000
-0.99890000000000123137 0.00000000056750000000 0.00000000000000000000
-0.99880000000000124238 -0.00000000077130000000 0.00000000000000000000
